Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
25000,36 Months,10.0,MORTGAGE,100000.0,Credit Card,WA,20.79,None,32975.41667,685.0,0.0,0,12.0,None,24643.0,67.9,23.0,0,None,Creditworthy
5000,36 Months,6.0,RENT,36000.0,Debt Consolidation,CA,9.5,None,35106.50903,665.0,2.0,0,2.0,None,10293.0,99.9,4.0,0,None,Uncreditworthy
25000,36 Months,9.0,MORTGAGE,95000.0,Credit Card,MO,26.19,None,36989.170139999995,725.0,0.0,0,17.0,None,23059.0,41.0,41.0,0,None,Creditworthy
13500,36 Months,10.0,MORTGAGE,53184.0,Debt Consolidation,NV,12.84,None,36201.25625,720.0,0.0,0,6.0,None,13187.0,85.1,16.0,0,None,Creditworthy
7000,36 Months,10.0,RENT,68508.0,Credit Card,MA,8.22,None,31292.422919999997,750.0,0.0,0,8.0,None,2932.0,17.2,22.0,374,None,Creditworthy
21000,36 Months,3.0,RENT,40000.0,Debt Consolidation,CA,5.7,None,38177.23333,660.0,0.0,0,5.0,None,6315.0,95.7,6.0,937,None,Creditworthy
18000,36 Months,3.0,RENT,71000.0,Debt Consolidation,NY,15.75,None,36138.44028,690.0,1.0,0,8.0,None,24322.0,95.0,15.0,317,None,Uncreditworthy
4000,36 Months,2.0,RENT,48996.0,Car,CA,8.67,None,35931.12431,800.0,0.0,0,5.0,None,34.0,0.3,21.0,308,None,Creditworthy
8000,36 Months,1.0,MORTGAGE,50000.0,Major Purchase,FL,1.27,None,37029.46806,770.0,1.0,0,8.0,None,1367.0,6.2,16.0,0,None,Creditworthy
4250,36 Months,3.0,RENT,42999.0,Debt Consolidation,OH,10.02,None,37888.378469999996,730.0,0.0,0,6.0,None,2216.0,52.8,11.0,105,None,Creditworthy
7500,36 Months,8.0,RENT,60000.0,Debt Consolidation,DC,8.92,Two,32340.331939999996,685.0,0.0,7,11.0,None,1954.0,4.8,32.0,116,None,Creditworthy
24000,36 Months,6.0,RENT,105000.0,Credit Card,TX,15.59,None,34352.338189999995,710.0,0.0,0,13.0,None,32520.0,79.7,38.0,680,None,Creditworthy
30000,60 Months,10.0,MORTGAGE,73000.0,Small Business,MO,6.92,One,36540.463189999995,690.0,3.0,9,3.0,None,2450.0,32.7,32.0,448,None,Creditworthy
11750,36 Months,5.0,MORTGAGE,48000.0,Debt Consolidation,VA,17.5,None,39412.05139,660.0,0.0,0,12.0,None,12331.0,44.8,15.0,0,None,Creditworthy
2500,60 Months,2.0,RENT,54996.0,Debt Consolidation,NY,7.62,One,38663.309030000004,660.0,2.0,19,7.0,None,0.0,0.0,23.0,331,None,Uncreditworthy
25000,60 Months,4.0,MORTGAGE,83000.0,Debt Consolidation,NY,16.88,None,35807.48472,725.0,0.0,0,7.0,None,42913.0,70.5,25.0,602,None,Creditworthy
14000,36 Months,10.0,RENT,46000.0,Debt Consolidation,CA,22.67,One,33258.107639999995,725.0,0.0,14,11.0,None,6979.0,53.7,28.0,0,None,Creditworthy
7600,36 Months,10.0,MORTGAGE,100000.0,Car,MO,11.22,None,33532.52847,745.0,0.0,0,12.0,None,7597.0,32.9,38.0,109,None,Creditworthy
12000,36 Months,3.0,MORTGAGE,42000.0,Credit Card,IL,9.83,None,36985.49583,720.0,0.0,0,9.0,None,14378.0,52.3,14.0,194,None,Creditworthy
15000,36 Months,0.5,OTHER,200000.0,Debt Consolidation,NY,20.01,None,32488.27431,690.0,1.0,0,24.0,None,50000.0,82.5,41.0,227,None,Creditworthy
10000,60 Months,5.0,RENT,35000.0,Debt Consolidation,RI,10.35,None,38162.06736,685.0,2.0,61,14.0,None,10957.0,48.7,23.0,207,None,Creditworthy
10000,36 Months,1.0,MORTGAGE,65000.0,Other,CT,14.99,None,34391.38958,785.0,0.0,0,16.0,None,1034.0,3.9,28.0,22,None,Creditworthy
10000,36 Months,3.0,MORTGAGE,94185.0,Home Improvement,MO,12.29,None,32761.323610000003,780.0,0.0,61,10.0,None,0.0,0.0,35.0,518,None,Creditworthy
5000,36 Months,4.0,RENT,57996.0,Debt Consolidation,NJ,13.28,One,33970.43611,660.0,0.0,19,10.0,None,9816.0,65.4,17.0,152,None,Creditworthy
8500,36 Months,9.0,RENT,50000.0,Debt Consolidation,PA,8.5,None,38306.21597,685.0,2.0,0,15.0,None,9354.0,61.5,27.0,0,None,Uncreditworthy
11600,60 Months,5.0,RENT,41000.0,Debt Consolidation,OR,20.69,None,36829.28333,700.0,0.0,39,6.0,None,10949.0,61.9,12.0,351,None,Creditworthy
8500,36 Months,0.5,OWN,26000.0,Debt Consolidation,NY,15.83,None,38737.351389999996,675.0,0.0,0,5.0,None,9306.0,97.6,12.0,627,None,Uncreditworthy
22000,36 Months,0.0,MORTGAGE,72000.0,Major Purchase,GA,19.87,None,30000.0,765.0,0.0,0,13.0,None,35756.0,51.2,33.0,0,None,Creditworthy
7500,36 Months,0.5,RENT,115000.0,Wedding,IL,11.92,None,37479.39444,660.0,1.0,40,14.0,None,3876.0,22.1,33.0,0,None,Creditworthy
22000,36 Months,10.0,MORTGAGE,37000.0,Debt Consolidation,FL,12.16,None,35481.477080000004,720.0,0.0,0,5.0,None,13871.0,70.1,10.0,216,None,Creditworthy
15000,36 Months,1.0,MORTGAGE,46464.0,Debt Consolidation,NJ,7.88,None,37522.21597,715.0,1.0,0,5.0,None,22197.0,37.8,6.0,400,None,Creditworthy
31500,60 Months,6.0,MORTGAGE,66500.0,Credit Card,OH,23.06,None,32922.48472,695.0,1.0,0,12.0,None,22022.0,75.2,19.0,707,None,Uncreditworthy
25000,36 Months,2.0,RENT,95800.0,Credit Card,MD,17.95,None,30000.0,685.0,0.0,46,14.0,None,28330.0,53.0,26.0,113,None,Creditworthy
17625,60 Months,10.0,MORTGAGE,92000.0,Credit Card,OK,13.25,None,31698.04722,690.0,1.0,0,9.0,None,12263.0,66.6,20.0,262,None,Creditworthy
5400,36 Months,3.0,MORTGAGE,29996.0,Home Improvement,TX,1.72,None,36441.05556,700.0,3.0,62,6.0,None,586.0,3.6,15.0,241,None,Creditworthy
10000,36 Months,1.0,MORTGAGE,72500.0,Debt Consolidation,MI,20.44,None,38940.27917,705.0,0.0,0,10.0,None,15525.0,53.9,10.0,294,None,Creditworthy
20000,36 Months,1.0,RENT,75000.0,Other,PA,11.31,None,37147.53264,775.0,0.0,0,6.0,None,1126.0,7.9,17.0,1000,None,Creditworthy
20000,60 Months,5.0,RENT,75000.0,Other,OH,10.24,None,35338.05625,745.0,2.0,55,7.0,None,1441.0,8.5,36.0,1000,None,Creditworthy
3800,36 Months,1.0,OWN,15523.0,Credit Card,TX,10.28,None,38193.37222,730.0,1.0,0,11.0,None,4146.0,24.2,25.0,693,None,Creditworthy
23600,36 Months,10.0,OWN,120000.0,Car,NY,8.51,One,34946.32222,705.0,0.0,10,4.0,None,255.0,0.8,10.0,0,None,Creditworthy
8000,36 Months,10.0,MORTGAGE,40000.0,Debt Consolidation,AL,17.82,None,33515.34375,700.0,1.0,0,18.0,None,20155.0,59.6,36.0,0,None,Creditworthy
6000,36 Months,0.5,RENT,57996.0,Moving,CA,9.37,None,38642.39931,690.0,1.0,0,5.0,None,902.0,20.0,5.0,386,None,Creditworthy
5000,36 Months,2.0,RENT,15000.0,Debt Consolidation,NC,10.75,None,39606.152780000004,700.0,0.0,0,6.0,None,4782.0,38.0,9.0,130,None,Creditworthy
20000,36 Months,5.0,MORTGAGE,70000.0,Small Business,TX,18.46,None,30100.14375,735.0,0.0,39,22.0,None,5801.0,11.8,46.0,965,None,Creditworthy
12000,36 Months,5.0,RENT,60000.0,Debt Consolidation,MA,16.52,None,31650.16667,685.0,0.0,26,11.0,None,14446.0,57.6,26.0,300,None,Creditworthy
2950,36 Months,2.0,MORTGAGE,35000.0,Debt Consolidation,TX,1.51,None,30000.0,755.0,1.0,34,4.0,None,2111.0,12.4,27.0,148,None,Creditworthy
6000,36 Months,0.5,RENT,43000.0,Medical,CA,17.39,None,39409.04653,660.0,1.0,47,12.0,None,4982.0,36.9,14.0,334,None,Creditworthy
5000,36 Months,10.0,OWN,91200.0,Debt Consolidation,NY,3.54,None,35020.14375,710.0,1.0,0,11.0,One,10842.0,25.7,11.0,619,None,Creditworthy
16000,60 Months,6.0,RENT,62400.0,Major Purchase,HI,17.69,One,38425.04653,665.0,0.0,22,7.0,None,11432.0,83.4,30.0,138,None,Uncreditworthy
4600,36 Months,9.0,RENT,51996.0,Debt Consolidation,NJ,11.91,None,35911.36389,735.0,1.0,0,14.0,None,4429.0,15.6,28.0,363,None,Creditworthy
8575,36 Months,0.5,RENT,27840.0,Debt Consolidation,FL,15.47,None,38671.04792,670.0,0.0,0,7.0,None,11463.0,98.3,14.0,98,None,Uncreditworthy
6100,36 Months,2.0,OWN,12000.0,Home Improvement,IL,0.0,None,36704.28056,780.0,1.0,0,5.0,None,0.0,0.0,23.0,768,None,Creditworthy
5425,36 Months,5.0,OWN,150000.0,Small Business,PA,23.79,Two,33543.47778,665.0,0.0,5,13.0,None,50000.0,43.9,30.0,0,None,Uncreditworthy
6500,36 Months,4.0,MORTGAGE,69592.0,Small Business,IL,1.83,None,37696.47569,790.0,0.0,0,5.0,None,1438.0,27.7,12.0,0,None,Creditworthy
4000,36 Months,8.0,MORTGAGE,46000.0,Major Purchase,NY,13.43,None,37505.378469999996,695.0,1.0,57,6.0,None,5705.0,61.3,13.0,67,None,Creditworthy
15000,36 Months,5.0,MORTGAGE,87000.0,Credit Card,MI,24.25,None,34158.50069,680.0,0.0,24,12.0,None,16861.0,69.1,47.0,61,None,Creditworthy
11200,36 Months,9.0,MORTGAGE,46873.12,Debt Consolidation,NH,9.81,None,31732.30833,785.0,1.0,0,14.0,None,13868.0,15.0,35.0,477,None,Creditworthy
25000,60 Months,1.0,RENT,72000.0,Debt Consolidation,MD,14.77,None,37679.24722,685.0,1.0,0,17.0,None,20120.0,79.5,32.0,289,None,Creditworthy
10000,36 Months,4.0,RENT,120000.0,Credit Card,CA,10.85,None,34751.35347,725.0,1.0,0,13.0,None,14255.0,28.7,35.0,681,None,Creditworthy
5000,36 Months,10.0,MORTGAGE,105500.0,Major Purchase,MI,4.37,None,35253.236110000005,715.0,0.0,69,5.0,None,4992.0,47.5,19.0,98,None,Creditworthy
20000,36 Months,2.0,MORTGAGE,49000.0,Small Business,MD,12.39,One,34914.42847,670.0,1.0,15,18.0,None,13335.0,39.8,38.0,1000,None,Creditworthy
9600,60 Months,4.0,OWN,62400.0,Wedding,MD,14.37,None,36454.10625,700.0,1.0,25,8.0,None,1316.0,8.6,13.0,194,None,Creditworthy
25000,36 Months,0.0,MORTGAGE,134000.0,Small Business,OH,0.13,None,32193.28819,785.0,1.0,0,11.0,None,6330.0,8.4,19.0,322,None,Creditworthy
8000,36 Months,6.0,RENT,65000.0,Debt Consolidation,NY,1.94,None,35271.42083,780.0,0.0,0,5.0,None,3845.0,25.6,14.0,47,None,Creditworthy
5000,36 Months,2.0,RENT,65000.0,Other,NY,3.77,None,35721.29097,750.0,1.0,0,6.0,None,8946.0,44.1,22.0,629,None,Creditworthy
3000,36 Months,7.0,RENT,63372.0,Car,GA,9.16,None,39553.23681,730.0,0.0,0,4.0,None,1399.0,17.3,6.0,138,None,Creditworthy
10000,36 Months,1.0,MORTGAGE,129700.0,Home Improvement,CA,7.8,None,32845.1625,730.0,0.0,0,9.0,None,34013.0,68.7,21.0,436,None,Creditworthy
4500,36 Months,2.0,MORTGAGE,80000.0,Credit Card,NH,2.31,None,33967.15625,805.0,0.0,0,5.0,None,5568.0,12.9,26.0,0,None,Creditworthy
10000,60 Months,10.0,MORTGAGE,69000.0,Debt Consolidation,MA,15.62,None,36087.30556,730.0,0.0,49,11.0,None,2923.0,19.5,39.0,308,None,Creditworthy
9600,36 Months,0.5,MORTGAGE,70000.0,Debt Consolidation,PA,17.04,None,34336.211110000004,665.0,0.0,0,15.0,None,22875.0,86.0,31.0,681,None,Creditworthy
20000,36 Months,8.0,MORTGAGE,140304.0,Debt Consolidation,CO,15.04,None,32837.26875,740.0,0.0,0,8.0,None,31611.0,43.9,33.0,241,None,Creditworthy
3000,36 Months,1.0,RENT,37000.0,Credit Card,FL,20.63,None,35401.20903,690.0,1.0,0,13.0,None,10455.0,54.5,24.0,33,None,Uncreditworthy
9250,60 Months,0.5,RENT,19200.0,Small Business,AL,8.5,None,36983.12083,665.0,3.0,26,5.0,None,0.0,27.81,22.0,509,None,Creditworthy
14400,36 Months,10.0,MORTGAGE,63996.0,Debt Consolidation,OH,16.78,None,35308.05625,760.0,1.0,0,18.0,None,11160.0,14.9,31.0,25,None,Creditworthy
2500,36 Months,10.0,OWN,41000.0,Debt Consolidation,NY,13.2,None,36130.54028,665.0,2.0,0,4.0,None,1759.0,48.9,7.0,1,None,Creditworthy
11000,36 Months,5.0,RENT,87000.0,Debt Consolidation,CA,9.32,None,36246.46667,720.0,0.0,0,6.0,None,19827.0,90.9,17.0,193,None,Creditworthy
10800,36 Months,2.0,RENT,35000.0,Other,NY,30.48,None,38664.40764,700.0,2.0,0,11.0,None,5341.0,97.1,20.0,91,None,Uncreditworthy
6000,36 Months,10.0,RENT,48000.0,Car,NY,14.77,None,35291.40417,675.0,0.0,48,9.0,None,10710.0,54.6,19.0,45,None,Creditworthy
16000,60 Months,6.0,RENT,37700.0,Medical,CA,13.34,None,35573.20208,790.0,0.0,0,6.0,None,0.0,0.0,9.0,499,None,Creditworthy
8000,60 Months,5.0,RENT,76000.0,Major Purchase,MD,22.55,None,35241.538889999996,665.0,1.0,27,12.0,None,23130.0,79.0,45.0,0,None,Uncreditworthy
3000,36 Months,2.0,MORTGAGE,41600.0,Major Purchase,OK,18.95,One,37547.46181,660.0,3.0,12,9.0,None,4285.0,44.6,14.0,635,None,Creditworthy
1200,36 Months,0.5,RENT,14400.0,Credit Card,NJ,26.83,None,36474.18125,725.0,1.0,0,11.0,None,6662.0,60.0,38.0,298,None,Creditworthy
5500,36 Months,4.0,RENT,60000.0,Major Purchase,OR,7.94,None,37765.43542,675.0,0.0,37,6.0,None,350.0,9.5,11.0,483,None,Creditworthy
12000,36 Months,0.5,RENT,120000.0,Debt Consolidation,VA,15.02,None,36800.41806,705.0,0.0,0,12.0,None,28209.0,72.2,29.0,218,None,Creditworthy
12925,60 Months,10.0,MORTGAGE,75000.0,Debt Consolidation,RI,11.25,None,30167.138189999998,760.0,1.0,0,19.0,None,20553.0,27.0,47.0,122,None,Uncreditworthy
10625,36 Months,10.0,MORTGAGE,73000.0,Credit Card,MO,22.52,None,35099.44167,760.0,0.0,0,12.0,None,43014.0,48.7,31.0,775,None,Creditworthy
10400,36 Months,6.0,MORTGAGE,83000.0,Other,IL,6.1,None,35199.10833,775.0,1.0,0,7.0,None,3082.0,10.4,14.0,96,None,Creditworthy
7500,36 Months,2.0,MORTGAGE,62000.0,Debt Consolidation,GA,19.24,None,37964.33194,660.0,0.0,0,12.0,None,10748.0,90.3,18.0,77,None,Creditworthy
13000,36 Months,5.0,MORTGAGE,56000.0,Debt Consolidation,GA,16.76,None,35057.27431,750.0,0.0,0,8.0,None,18266.0,48.6,26.0,1000,None,Creditworthy
15000,36 Months,3.0,MORTGAGE,65000.0,Debt Consolidation,CT,11.04,None,35425.52083,720.0,0.0,0,12.0,None,13248.0,42.6,25.0,753,None,Creditworthy
10000,36 Months,0.5,RENT,51000.0,Other,PA,7.18,None,36107.34097,750.0,4.0,0,6.0,None,8658.0,41.8,21.0,587,None,Creditworthy
6000,36 Months,2.0,MORTGAGE,102000.0,Home Improvement,TX,18.91,None,33222.32917,735.0,1.0,0,11.0,None,22260.0,54.4,43.0,166,None,Creditworthy
24000,36 Months,3.0,MORTGAGE,200000.0,Home Improvement,GA,5.14,None,35514.19931,770.0,0.0,34,7.0,None,258.0,1.0,28.0,555,None,Creditworthy
5050,36 Months,5.0,MORTGAGE,62000.0,Medical,IL,8.25,None,37657.37639,665.0,0.0,0,10.0,None,29863.0,82.7,10.0,165,None,Uncreditworthy
20000,60 Months,3.0,MORTGAGE,66950.0,Debt Consolidation,MD,24.82,None,34894.47361,725.0,2.0,0,8.0,None,27240.0,74.2,19.0,195,None,Uncreditworthy
15000,36 Months,0.5,RENT,60225.0,Small Business,WA,2.11,None,38905.36875,740.0,1.0,0,7.0,None,4949.0,0.0,8.0,1000,None,Uncreditworthy
12000,60 Months,2.0,MORTGAGE,78000.0,Debt Consolidation,IL,17.48,None,38244.22292,685.0,1.0,0,12.0,None,18866.0,51.3,18.0,259,None,Creditworthy
12800,36 Months,8.0,MORTGAGE,105000.0,Other,VA,9.71,None,31603.311110000002,715.0,1.0,54,9.0,None,31280.0,51.2,33.0,63,None,Creditworthy
2500,36 Months,0.5,OWN,31000.0,Debt Consolidation,AR,10.61,None,32383.39375,720.0,1.0,41,10.0,None,2773.0,10.8,15.0,52,None,Creditworthy
8000,36 Months,3.0,RENT,62000.0,Debt Consolidation,MA,9.54,None,37511.26181,730.0,0.0,0,14.0,None,2970.0,6.0,18.0,391,None,Creditworthy
18000,60 Months,2.0,RENT,60000.0,Debt Consolidation,CA,23.72,None,37036.07361,680.0,0.0,29,17.0,None,19807.0,95.7,29.0,171,None,Creditworthy
25000,60 Months,10.0,RENT,64000.0,Debt Consolidation,NY,14.49,None,32611.198610000003,725.0,1.0,0,8.0,None,9943.0,31.4,17.0,568,None,Uncreditworthy
20000,36 Months,5.0,MORTGAGE,53000.0,Debt Consolidation,MN,14.78,None,35183.32431,685.0,2.0,0,13.0,None,22587.0,64.3,33.0,326,None,Creditworthy
2500,36 Months,8.0,RENT,76320.0,Other,MN,15.09,One,36051.04931,670.0,1.0,23,9.0,None,10048.0,83.0,23.0,0,None,Creditworthy
25000,36 Months,2.0,OWN,180000.0,Home Improvement,NY,0.07,None,33364.49861,795.0,0.0,0,5.0,None,0.0,0.0,9.0,0,None,Creditworthy
10000,36 Months,2.0,OWN,44000.0,Debt Consolidation,IL,17.54,None,37923.30069,690.0,1.0,0,10.0,None,13323.0,89.6,16.0,425,None,Creditworthy
9000,36 Months,0.5,MORTGAGE,39000.0,Debt Consolidation,TX,16.55,None,37595.482639999995,660.0,1.0,0,11.0,None,5088.0,51.9,30.0,378,None,Uncreditworthy
9300,36 Months,0.5,MORTGAGE,45760.0,Debt Consolidation,TX,3.65,None,37873.40417,720.0,0.0,0,14.0,None,6028.0,47.5,25.0,0,None,Creditworthy
6000,36 Months,5.0,RENT,38000.0,Debt Consolidation,MA,13.42,None,35388.30764,695.0,3.0,76,6.0,None,6101.0,36.8,10.0,57,None,Creditworthy
2500,36 Months,3.0,RENT,30000.0,Credit Card,FL,19.88,None,37879.23125,755.0,0.0,0,3.0,None,1781.0,35.6,6.0,400,None,Creditworthy
12000,36 Months,4.0,OWN,38000.0,Debt Consolidation,AR,26.12,One,36562.14028,665.0,1.0,9,15.0,None,6012.0,56.7,23.0,136,None,Creditworthy
17050,60 Months,10.0,MORTGAGE,56000.0,Debt Consolidation,AZ,20.66,One,35821.21736,715.0,3.0,16,12.0,None,5006.0,26.2,46.0,0,None,Creditworthy
17500,36 Months,4.0,RENT,92500.0,Debt Consolidation,CA,17.41,None,37732.099310000005,680.0,0.0,0,13.0,None,23357.0,74.4,21.0,1000,None,Creditworthy
28000,60 Months,10.0,MORTGAGE,135000.0,Home Improvement,CA,0.27,None,34503.47361,785.0,1.0,0,10.0,None,2099.0,3.2,37.0,0,None,Creditworthy
6400,36 Months,2.0,RENT,93500.0,Debt Consolidation,VA,13.3,None,30000.0,690.0,1.0,0,10.0,None,16379.0,82.6,12.0,737,None,Creditworthy
7500,36 Months,2.0,RENT,26000.0,Debt Consolidation,CA,0.0,None,37076.304169999996,760.0,3.0,0,5.0,None,0.0,0.0,28.0,255,None,Creditworthy
15350,60 Months,10.0,MORTGAGE,146775.0,Debt Consolidation,MD,14.6,None,34258.35972,690.0,0.0,0,14.0,None,50000.0,95.2,39.0,253,None,Uncreditworthy
4800,36 Months,1.0,MORTGAGE,139560.0,Debt Consolidation,GA,10.78,Three,30760.11806,705.0,0.0,10,11.0,None,40095.0,78.2,26.0,0,None,Creditworthy
15000,36 Months,1.0,RENT,79000.0,Debt Consolidation,NJ,9.99,None,39008.286810000005,675.0,1.0,0,16.0,None,13177.0,69.0,27.0,0,None,Creditworthy
13000,36 Months,2.0,RENT,76000.0,Debt Consolidation,NY,24.33,None,35799.27986,735.0,0.0,0,7.0,None,34447.0,89.9,21.0,319,None,Uncreditworthy
15000,36 Months,10.0,MORTGAGE,55000.0,Credit Card,NY,16.95,None,31152.20625,675.0,0.0,0,12.0,None,16918.0,90.5,20.0,331,None,Creditworthy
7500,36 Months,1.0,RENT,25400.0,Debt Consolidation,PA,11.81,None,38184.17847,680.0,0.0,0,7.0,None,7380.0,97.1,7.0,184,None,Creditworthy
20000,36 Months,10.0,RENT,57000.0,Credit Card,IL,11.7,None,36063.12222,705.0,2.0,0,5.0,None,26377.0,63.6,17.0,0,None,Creditworthy
15000,36 Months,10.0,RENT,50000.0,Debt Consolidation,CA,9.46,None,31581.405560000003,775.0,0.0,0,6.0,None,15195.0,32.8,14.0,0,None,Creditworthy
13000,36 Months,0.5,RENT,60000.0,Debt Consolidation,WA,24.12,None,34754.507639999996,755.0,0.0,0,14.0,None,17278.0,40.0,35.0,1000,None,Creditworthy
20375,60 Months,7.0,MORTGAGE,50000.0,Debt Consolidation,TX,16.43,None,35586.50139,760.0,0.0,0,6.0,None,9550.0,72.3,25.0,302,None,Uncreditworthy
4000,36 Months,3.0,MORTGAGE,62004.0,Debt Consolidation,CA,3.41,One,37093.27917,685.0,0.0,3,9.0,None,4655.0,30.3,16.0,0,None,Creditworthy
10000,36 Months,2.0,MORTGAGE,35000.0,Major Purchase,FL,5.38,None,36806.23125,750.0,1.0,0,8.0,None,7497.0,30.5,26.0,334,None,Creditworthy
16000,36 Months,10.0,RENT,62000.0,Debt Consolidation,NJ,14.15,None,34942.06389,720.0,0.0,0,6.0,None,7901.0,53.4,28.0,381,None,Uncreditworthy
10000,36 Months,2.0,OWN,67200.0,Car,OH,3.32,None,34072.413889999996,800.0,0.0,0,7.0,None,46072.0,1.6,12.0,0,None,Creditworthy
2000,36 Months,1.0,MORTGAGE,75000.0,Other,GA,7.18,None,38344.17083,750.0,4.0,0,9.0,None,0.0,0.0,13.0,65,None,Creditworthy
4500,36 Months,2.0,MORTGAGE,110000.0,Car,SC,12.44,One,37593.30278,660.0,0.0,21,9.0,None,3930.0,24.6,25.0,1000,None,Creditworthy
10000,36 Months,0.0,RENT,47435.0,Debt Consolidation,CA,19.93,None,35472.16528,665.0,1.0,43,13.0,One,10941.0,93.8,18.0,150,One,Uncreditworthy
8000,36 Months,5.0,RENT,55000.0,Small Business,CA,20.07,None,35428.50903,715.0,0.0,0,7.0,None,34260.0,77.5,16.0,97,None,Creditworthy
8000,36 Months,1.0,RENT,120000.0,Debt Consolidation,CT,11.7,None,33130.26944,665.0,3.0,0,10.0,None,18131.0,81.1,25.0,1000,None,Creditworthy
4000,36 Months,5.0,MORTGAGE,88000.0,Car,TX,0.68,None,34671.22292,810.0,5.0,0,6.0,None,1676.0,8.2,22.0,329,None,Creditworthy
25000,60 Months,5.0,MORTGAGE,72000.0,Medical,TX,23.12,One,33391.28611,690.0,1.0,1,9.0,None,20795.0,43.8,26.0,0,None,Creditworthy
10000,36 Months,8.0,OWN,85000.0,Debt Consolidation,CO,12.3,None,36594.320830000004,750.0,0.0,0,7.0,None,0.0,0.0,34.0,178,None,Creditworthy
4375,36 Months,3.0,RENT,22044.0,Debt Consolidation,OH,21.34,One,39366.25903,665.0,0.0,10,4.0,None,1402.0,87.6,9.0,0,None,Uncreditworthy
15000,36 Months,10.0,RENT,50000.0,Debt Consolidation,NY,20.06,None,35790.07847,675.0,1.0,56,12.0,None,12003.0,76.5,21.0,0,None,Uncreditworthy
19000,60 Months,5.0,MORTGAGE,73000.0,Debt Consolidation,FL,22.03,None,34588.46181,795.0,0.0,0,18.0,None,14706.0,18.5,56.0,425,None,Creditworthy
10000,36 Months,3.0,RENT,35364.0,Other,AK,15.2,None,38322.38194,710.0,0.0,0,6.0,None,3317.0,52.8,16.0,48,None,Creditworthy
7500,36 Months,3.0,MORTGAGE,138000.0,Debt Consolidation,KS,9.16,One,35306.51944,660.0,2.0,10,11.0,None,5122.0,18.2,37.0,981,None,Creditworthy
8500,36 Months,2.0,RENT,40000.0,Credit Card,WI,4.47,None,35058.472219999996,715.0,3.0,0,5.0,One,7174.0,56.6,15.0,135,One,Creditworthy
1500,36 Months,0.5,RENT,80000.0,Moving,NY,13.39,None,38981.255560000005,685.0,2.0,0,6.0,None,12092.0,45.1,14.0,0,None,Creditworthy
30000,60 Months,10.0,MORTGAGE,94000.0,Debt Consolidation,MN,11.37,None,35095.17153,730.0,3.0,0,15.0,None,32237.0,29.8,37.0,329,None,Creditworthy
9600,60 Months,10.0,RENT,81000.0,Debt Consolidation,NY,19.38,None,32403.108330000003,685.0,1.0,0,21.0,None,46538.0,81.5,61.0,0,None,Uncreditworthy
2200,36 Months,7.0,MORTGAGE,56352.0,Car,AL,22.25,None,37453.16528,705.0,2.0,0,7.0,One,3450.0,58.5,17.0,189,None,Creditworthy
4000,36 Months,1.0,MORTGAGE,45000.0,Major Purchase,FL,19.63,None,35900.36458,755.0,1.0,0,8.0,None,3417.0,15.3,15.0,185,None,Creditworthy
14000,60 Months,10.0,MORTGAGE,80004.0,Debt Consolidation,FL,13.86,None,34977.429860000004,695.0,0.0,75,7.0,None,5797.0,38.1,16.0,0,None,Uncreditworthy
6000,36 Months,3.0,RENT,60000.0,Wedding,NY,1.06,None,35141.53611,765.0,0.0,0,6.0,None,7161.0,16.4,9.0,596,None,Creditworthy
4625,60 Months,3.0,RENT,26000.0,Car,CA,14.31,None,34420.295139999995,755.0,1.0,0,4.0,None,479.0,17.1,5.0,0,None,Uncreditworthy
1500,36 Months,0.5,RENT,38000.0,Debt Consolidation,IL,0.69,None,37501.15903,745.0,1.0,0,6.0,None,1125.0,16.5,11.0,286,None,Creditworthy
16800,60 Months,5.0,OWN,79300.0,Debt Consolidation,FL,18.79,One,31097.46875,685.0,0.0,1,13.0,None,2793.0,12.5,40.0,91,None,Creditworthy
5000,36 Months,2.0,RENT,50000.0,Educationalal,NY,16.56,None,35124.04583,685.0,2.0,56,2.0,One,5584.0,80.9,6.0,978,One,Creditworthy
8000,36 Months,4.0,RENT,84000.0,Debt Consolidation,CA,10.16,None,35721.32361,660.0,0.0,45,3.0,None,12971.0,82.6,13.0,0,None,Uncreditworthy
5225,36 Months,8.0,MORTGAGE,135000.0,Major Purchase,NJ,13.52,One,32116.127080000002,725.0,2.0,17,19.0,None,21618.0,52.3,32.0,323,None,Uncreditworthy
2000,36 Months,0.0,RENT,12000.0,Other,FL,18.2,One,36722.52708,690.0,0.0,17,8.0,None,6839.0,81.4,10.0,0,None,Uncreditworthy
3000,36 Months,10.0,RENT,67000.0,Credit Card,PA,9.78,None,36457.46181,750.0,1.0,0,10.0,None,27421.0,87.9,30.0,468,None,Creditworthy
7500,36 Months,3.0,RENT,65000.0,Major Purchase,MI,9.62,None,32233.44792,710.0,0.0,0,9.0,None,13315.0,67.9,10.0,175,None,Uncreditworthy
17000,60 Months,1.0,MORTGAGE,64800.0,Home Improvement,GA,11.74,None,36662.41111,680.0,0.0,72,6.0,One,19448.0,60.8,21.0,178,One,Creditworthy
